 vector size (bytes) ,time (s)
       55701 ,  7.200241088867187500000000000000000E-0005
       55801 ,  7.200241088867187500000000000000000E-0005
       55901 ,  7.486343383789062500000000000000000E-0005
       56001 ,  7.200241088867187500000000000000000E-0005
       56101 ,  7.987022399902343750000000000000000E-0005
       56201 ,  7.295608520507812500000000000000000E-0005
       56301 ,  7.295608520507812500000000000000000E-0005
       56401 ,  7.200241088867187500000000000000000E-0005
       56501 ,  7.295608520507812500000000000000000E-0005
       56601 ,  7.200241088867187500000000000000000E-0005
       56701 ,  7.319450378417968750000000000000000E-0005
       56801 ,  7.319450378417968750000000000000000E-0005
       56901 ,  7.700920104980468750000000000000000E-0005
       57001 ,  7.891654968261718750000000000000000E-0005
       57101 ,  7.700920104980468750000000000000000E-0005
       57201 ,  7.414817810058593750000000000000000E-0005
       57301 ,  7.414817810058593750000000000000000E-0005
       57401 ,  7.390975952148437500000000000000000E-0005
       57501 ,  7.390975952148437500000000000000000E-0005
       57601 ,  7.390975952148437500000000000000000E-0005
       57701 ,  7.414817810058593750000000000000000E-0005
       57801 ,  7.414817810058593750000000000000000E-0005
       57901 ,  8.797645568847656250000000000000000E-0005
       58001 ,  7.700920104980468750000000000000000E-0005
       58101 ,  7.891654968261718750000000000000000E-0005
       58201 ,  7.486343383789062500000000000000000E-0005
       58301 ,  7.414817810058593750000000000000000E-0005
       58401 ,  7.486343383789062500000000000000000E-0005
       58501 ,  7.510185241699218750000000000000000E-0005
       58601 ,  7.486343383789062500000000000000000E-0005
       58701 ,  7.605552673339843750000000000000000E-0005
       58801 ,  1.349449157714843750000000000000000E-0004
       58901 ,  7.915496826171875000000000000000000E-0005
       59001 ,  7.581710815429687500000000000000000E-0005
       59101 ,  7.915496826171875000000000000000000E-0005
       59201 ,  7.605552673339843750000000000000000E-0005
       59301 ,  7.581710815429687500000000000000000E-0005
       59401 ,  7.605552673339843750000000000000000E-0005
       59501 ,  7.700920104980468750000000000000000E-0005
       59601 ,  7.605552673339843750000000000000000E-0005
       59701 ,  7.796287536621093750000000000000000E-0005
       59801 ,  7.605552673339843750000000000000000E-0005
       59901 ,  7.605552673339843750000000000000000E-0005
       60001 ,  7.915496826171875000000000000000000E-0005
       60101 ,  7.700920104980468750000000000000000E-0005
       60201 ,  8.010864257812500000000000000000000E-0005
       60301 ,  7.796287536621093750000000000000000E-0005
       60401 ,  7.796287536621093750000000000000000E-0005
       60501 ,  8.201599121093750000000000000000000E-0005
       60601 ,  7.796287536621093750000000000000000E-0005
       60701 ,  7.796287536621093750000000000000000E-0005
       60801 ,  7.677078247070312500000000000000000E-0005
       60901 ,  7.796287536621093750000000000000000E-0005
       61001 ,  8.106231689453125000000000000000000E-0005
       61101 ,  7.796287536621093750000000000000000E-0005
       61201 ,  8.416175842285156250000000000000000E-0005
       61301 ,  7.796287536621093750000000000000000E-0005
       61401 ,  1.239776611328125000000000000000000E-0004
       61501 ,  7.891654968261718750000000000000000E-0005
       61601 ,  7.915496826171875000000000000000000E-0005
       61701 ,  7.796287536621093750000000000000000E-0005
       61801 ,  7.891654968261718750000000000000000E-0005
       61901 ,  7.891654968261718750000000000000000E-0005
       62001 ,  8.106231689453125000000000000000000E-0005
       62101 ,  8.296966552734375000000000000000000E-0005
       62201 ,  8.916854858398437500000000000000000E-0005
       62301 ,  8.106231689453125000000000000000000E-0005
       62401 ,  8.106231689453125000000000000000000E-0005
       62501 ,  8.201599121093750000000000000000000E-0005
       62601 ,  8.201599121093750000000000000000000E-0005
       62701 ,  8.010864257812500000000000000000000E-0005
       62801 ,  8.010864257812500000000000000000000E-0005
       62901 ,  8.106231689453125000000000000000000E-0005
       63001 ,  8.893013000488281250000000000000000E-0005
       63101 ,  8.201599121093750000000000000000000E-0005
       63201 ,  8.392333984375000000000000000000000E-0005
       63301 ,  8.201599121093750000000000000000000E-0005
       63401 ,  8.106231689453125000000000000000000E-0005
       63501 ,  8.201599121093750000000000000000000E-0005
       63601 ,  8.106231689453125000000000000000000E-0005
       63701 ,  8.201599121093750000000000000000000E-0005
       63801 ,  8.702278137207031250000000000000000E-0005
       63901 ,  8.296966552734375000000000000000000E-0005
       64001 ,  8.201599121093750000000000000000000E-0005
       64101 ,  8.511543273925781250000000000000000E-0005
       64201 ,  8.511543273925781250000000000000000E-0005
       64301 ,  8.201599121093750000000000000000000E-0005
       64401 ,  8.106231689453125000000000000000000E-0005
       64501 ,  8.201599121093750000000000000000000E-0005
       64601 ,  8.296966552734375000000000000000000E-0005
       64701 ,  8.392333984375000000000000000000000E-0005
       64801 ,  8.201599121093750000000000000000000E-0005
       64901 ,  8.296966552734375000000000000000000E-0005
       65001 ,  8.201599121093750000000000000000000E-0005
       65101 ,  8.487701416015625000000000000000000E-0005
       65201 ,  8.296966552734375000000000000000000E-0005
       65301 ,  8.583068847656250000000000000000000E-0005
       65401 ,  8.392333984375000000000000000000000E-0005
       65501 ,  8.392333984375000000000000000000000E-0005
       65601 ,  8.392333984375000000000000000000000E-0005
       65701 ,  8.392333984375000000000000000000000E-0005
       65801 ,  8.296966552734375000000000000000000E-0005
       65901 ,  8.392333984375000000000000000000000E-0005
       66001 ,  8.392333984375000000000000000000000E-0005
       66101 ,  8.702278137207031250000000000000000E-0005
       66201 ,  8.416175842285156250000000000000000E-0005
       66301 ,  8.821487426757812500000000000000000E-0005
       66401 ,  8.511543273925781250000000000000000E-0005
       66501 ,  8.392333984375000000000000000000000E-0005
       66601 ,  8.392333984375000000000000000000000E-0005
       66701 ,  8.487701416015625000000000000000000E-0005
       66801 ,  8.392333984375000000000000000000000E-0005
       66901 ,  9.298324584960937500000000000000000E-0005
       67001 ,  8.606910705566406250000000000000000E-0005
       67101 ,  9.202957153320312500000000000000000E-0005
       67201 ,  8.702278137207031250000000000000000E-0005
       67301 ,  9.512901306152343750000000000000000E-0005
       67401 ,  1.718997955322265625000000000000000E-0004
       67501 ,  1.268386840820312500000000000000000E-0004
       67601 ,  9.202957153320312500000000000000000E-0005
       67701 ,  8.606910705566406250000000000000000E-0005
       67801 ,  8.583068847656250000000000000000000E-0005
       67901 ,  8.606910705566406250000000000000000E-0005
       68001 ,  8.606910705566406250000000000000000E-0005
       68101 ,  8.606910705566406250000000000000000E-0005
       68201 ,  8.797645568847656250000000000000000E-0005
       68301 ,  8.916854858398437500000000000000000E-0005
       68401 ,  8.702278137207031250000000000000000E-0005
       68501 ,  8.583068847656250000000000000000000E-0005
       68601 ,  8.606910705566406250000000000000000E-0005
       68701 ,  8.702278137207031250000000000000000E-0005
       68801 ,  8.702278137207031250000000000000000E-0005
       68901 ,  8.702278137207031250000000000000000E-0005
       69001 ,  8.797645568847656250000000000000000E-0005
       69101 ,  8.702278137207031250000000000000000E-0005
       69201 ,  9.083747863769531250000000000000000E-0005
       69301 ,  8.821487426757812500000000000000000E-0005
       69401 ,  9.012222290039062500000000000000000E-0005
       69501 ,  8.797645568847656250000000000000000E-0005
       69601 ,  8.797645568847656250000000000000000E-0005
       69701 ,  8.702278137207031250000000000000000E-0005
       69801 ,  8.797645568847656250000000000000000E-0005
       69901 ,  9.298324584960937500000000000000000E-0005
       70001 ,  8.893013000488281250000000000000000E-0005
       70101 ,  8.821487426757812500000000000000000E-0005
       70201 ,  9.083747863769531250000000000000000E-0005
       70301 ,  8.893013000488281250000000000000000E-0005
       70401 ,  9.202957153320312500000000000000000E-0005
       70501 ,  8.893013000488281250000000000000000E-0005
       70601 ,  8.893013000488281250000000000000000E-0005
       70701 ,  8.988380432128906250000000000000000E-0005
       70801 ,  8.893013000488281250000000000000000E-0005
       70901 ,  8.893013000488281250000000000000000E-0005
       71001 ,  8.893013000488281250000000000000000E-0005
       71101 ,  8.916854858398437500000000000000000E-0005
       71201 ,  9.298324584960937500000000000000000E-0005
       71301 ,  8.893013000488281250000000000000000E-0005
       71401 ,  9.799003601074218750000000000000000E-0005
       71501 ,  9.107589721679687500000000000000000E-0005
       71601 ,  9.107589721679687500000000000000000E-0005
       71701 ,  9.012222290039062500000000000000000E-0005
       71801 ,  8.988380432128906250000000000000000E-0005
       71901 ,  8.988380432128906250000000000000000E-0005
       72001 ,  9.083747863769531250000000000000000E-0005
       72101 ,  8.988380432128906250000000000000000E-0005
       72201 ,  9.202957153320312500000000000000000E-0005
       72301 ,  9.393692016601562500000000000000000E-0005
       72401 ,  9.393692016601562500000000000000000E-0005
       72501 ,  9.107589721679687500000000000000000E-0005
       72601 ,  9.107589721679687500000000000000000E-0005
       72701 ,  9.107589721679687500000000000000000E-0005
       72801 ,  9.083747863769531250000000000000000E-0005
       72901 ,  9.703636169433593750000000000000000E-0005
       73001 ,  9.298324584960937500000000000000000E-0005
       73101 ,  9.179115295410156250000000000000000E-0005
       73201 ,  9.202957153320312500000000000000000E-0005
       73301 ,  9.489059448242187500000000000000000E-0005
       73401 ,  9.202957153320312500000000000000000E-0005
       73501 ,  9.608268737792968750000000000000000E-0005
       73601 ,  1.051425933837890625000000000000000E-0004
       73701 ,  9.393692016601562500000000000000000E-0005
       73801 ,  9.298324584960937500000000000000000E-0005
       73901 ,  9.298324584960937500000000000000000E-0005
       74001 ,  9.298324584960937500000000000000000E-0005
       74101 ,  9.202957153320312500000000000000000E-0005
       74201 ,  9.298324584960937500000000000000000E-0005
       74301 ,  9.703636169433593750000000000000000E-0005
       74401 ,  9.512901306152343750000000000000000E-0005
       74501 ,  9.703636169433593750000000000000000E-0005
       74601 ,  9.393692016601562500000000000000000E-0005
       74701 ,  9.417533874511718750000000000000000E-0005
       74801 ,  9.417533874511718750000000000000000E-0005
       74901 ,  9.393692016601562500000000000000000E-0005
       75001 ,  9.393692016601562500000000000000000E-0005
       75101 ,  9.489059448242187500000000000000000E-0005
       75201 ,  9.489059448242187500000000000000000E-0005
       75301 ,  9.703636169433593750000000000000000E-0005
       75401 ,  9.393692016601562500000000000000000E-0005
       75501 ,  9.894371032714843750000000000000000E-0005
       75601 ,  9.489059448242187500000000000000000E-0005
       75701 ,  9.489059448242187500000000000000000E-0005
       75801 ,  9.608268737792968750000000000000000E-0005
       75901 ,  9.608268737792968750000000000000000E-0005
       76001 ,  9.489059448242187500000000000000000E-0005
       76101 ,  9.489059448242187500000000000000000E-0005
       76201 ,  9.512901306152343750000000000000000E-0005
       76301 ,  9.608268737792968750000000000000000E-0005
       76401 ,  9.799003601074218750000000000000000E-0005
       76501 ,  1.029968261718750000000000000000000E-0004
       76601 ,  9.512901306152343750000000000000000E-0005
       76701 ,  9.584426879882812500000000000000000E-0005
       76801 ,  9.608268737792968750000000000000000E-0005
       76901 ,  9.584426879882812500000000000000000E-0005
       77001 ,  9.703636169433593750000000000000000E-0005
       77101 ,  9.584426879882812500000000000000000E-0005
       77201 ,  1.020431518554687500000000000000000E-0004
       77301 ,  9.703636169433593750000000000000000E-0005
       77401 ,  9.894371032714843750000000000000000E-0005
       77501 ,  9.703636169433593750000000000000000E-0005
       77601 ,  1.001358032226562500000000000000000E-0004
       77701 ,  9.799003601074218750000000000000000E-0005
       77801 ,  9.799003601074218750000000000000000E-0005
       77901 ,  9.799003601074218750000000000000000E-0005
       78001 ,  9.703636169433593750000000000000000E-0005
       78101 ,  9.799003601074218750000000000000000E-0005
       78201 ,  9.703636169433593750000000000000000E-0005
       78301 ,  9.799003601074218750000000000000000E-0005
       78401 ,  9.989738464355468750000000000000000E-0005
       78501 ,  9.799003601074218750000000000000000E-0005
       78601 ,  1.020431518554687500000000000000000E-0004
       78701 ,  9.799003601074218750000000000000000E-0005
       78801 ,  9.799003601074218750000000000000000E-0005
       78901 ,  9.799003601074218750000000000000000E-0005
       79001 ,  9.918212890625000000000000000000000E-0005
       79101 ,  9.894371032714843750000000000000000E-0005
       79201 ,  9.799003601074218750000000000000000E-0005
       79301 ,  9.894371032714843750000000000000000E-0005
       79401 ,  1.018047332763671875000000000000000E-0004
       79501 ,  9.918212890625000000000000000000000E-0005
       79601 ,  1.018047332763671875000000000000000E-0004
       79701 ,  9.894371032714843750000000000000000E-0005
       79801 ,  9.894371032714843750000000000000000E-0005
       79901 ,  1.051425933837890625000000000000000E-0004
       80001 ,  1.001358032226562500000000000000000E-0004
       80101 ,  9.989738464355468750000000000000000E-0005
       80201 ,  1.001358032226562500000000000000000E-0004
       80301 ,  9.989738464355468750000000000000000E-0005
       80401 ,  9.989738464355468750000000000000000E-0005
       80501 ,  1.029968261718750000000000000000000E-0004
       80601 ,  1.089572906494140625000000000000000E-0004
       80701 ,  9.989738464355468750000000000000000E-0005
       80801 ,  1.001358032226562500000000000000000E-0004
       80901 ,  1.020431518554687500000000000000000E-0004
       81001 ,  1.010894775390625000000000000000000E-0004
       81101 ,  1.010894775390625000000000000000000E-0004
       81201 ,  1.020431518554687500000000000000000E-0004
       81301 ,  1.020431518554687500000000000000000E-0004
       81401 ,  1.010894775390625000000000000000000E-0004
       81501 ,  1.029968261718750000000000000000000E-0004
       81601 ,  1.010894775390625000000000000000000E-0004
       81701 ,  1.051425933837890625000000000000000E-0004
       81801 ,  1.010894775390625000000000000000000E-0004
       81901 ,  1.070499420166015625000000000000000E-0004
       82001 ,  1.029968261718750000000000000000000E-0004
       82101 ,  1.018047332763671875000000000000000E-0004
       82201 ,  1.020431518554687500000000000000000E-0004
       82301 ,  1.020431518554687500000000000000000E-0004
       82401 ,  1.020431518554687500000000000000000E-0004
       82501 ,  1.051425933837890625000000000000000E-0004
       82601 ,  1.080036163330078125000000000000000E-0004
       82701 ,  1.049041748046875000000000000000000E-0004
       82801 ,  1.032352447509765625000000000000000E-0004
       82901 ,  1.029968261718750000000000000000000E-0004
       83001 ,  1.029968261718750000000000000000000E-0004
       83101 ,  1.029968261718750000000000000000000E-0004
       83201 ,  1.080036163330078125000000000000000E-0004
       83301 ,  1.039505004882812500000000000000000E-0004
       83401 ,  1.039505004882812500000000000000000E-0004
       83501 ,  1.058578491210937500000000000000000E-0004
       83601 ,  1.029968261718750000000000000000000E-0004
       83701 ,  1.070499420166015625000000000000000E-0004
       83801 ,  1.039505004882812500000000000000000E-0004
       83901 ,  1.089572906494140625000000000000000E-0004
       84001 ,  1.039505004882812500000000000000000E-0004
       84101 ,  1.039505004882812500000000000000000E-0004
       84201 ,  1.039505004882812500000000000000000E-0004
       84301 ,  1.039505004882812500000000000000000E-0004
       84401 ,  1.039505004882812500000000000000000E-0004
       84501 ,  1.130104064941406250000000000000000E-0004
       84601 ,  1.111030578613281250000000000000000E-0004
       84701 ,  1.080036163330078125000000000000000E-0004
       84801 ,  1.049041748046875000000000000000000E-0004
       84901 ,  1.049041748046875000000000000000000E-0004
       85001 ,  1.049041748046875000000000000000000E-0004
       85101 ,  1.051425933837890625000000000000000E-0004
       85201 ,  1.058578491210937500000000000000000E-0004
       85301 ,  1.060962677001953125000000000000000E-0004
       85401 ,  1.051425933837890625000000000000000E-0004
       85501 ,  1.049041748046875000000000000000000E-0004
       85601 ,  1.080036163330078125000000000000000E-0004
       85701 ,  1.049041748046875000000000000000000E-0004
       85801 ,  1.139640808105468750000000000000000E-0004
       85901 ,  1.070499420166015625000000000000000E-0004
       86001 ,  1.060962677001953125000000000000000E-0004
       86101 ,  1.049041748046875000000000000000000E-0004
       86201 ,  1.060962677001953125000000000000000E-0004
       86301 ,  1.058578491210937500000000000000000E-0004
       86401 ,  1.130104064941406250000000000000000E-0004
       86501 ,  1.070499420166015625000000000000000E-0004
       86601 ,  1.108646392822265625000000000000000E-0004
       86701 ,  1.070499420166015625000000000000000E-0004
       86801 ,  1.089572906494140625000000000000000E-0004
       86901 ,  1.060962677001953125000000000000000E-0004
       87001 ,  1.068115234375000000000000000000000E-0004
       87101 ,  1.080036163330078125000000000000000E-0004
       87201 ,  1.068115234375000000000000000000000E-0004
       87301 ,  1.070499420166015625000000000000000E-0004
       87401 ,  1.070499420166015625000000000000000E-0004
       87501 ,  1.080036163330078125000000000000000E-0004
       87601 ,  1.108646392822265625000000000000000E-0004
       87701 ,  1.618862152099609375000000000000000E-0004
       87801 ,  1.111030578613281250000000000000000E-0004
       87901 ,  1.080036163330078125000000000000000E-0004
       88001 ,  1.080036163330078125000000000000000E-0004
       88101 ,  1.080036163330078125000000000000000E-0004
       88201 ,  1.089572906494140625000000000000000E-0004
       88301 ,  1.099109649658203125000000000000000E-0004
       88401 ,  1.080036163330078125000000000000000E-0004
       88501 ,  1.080036163330078125000000000000000E-0004
       88601 ,  1.118183135986328125000000000000000E-0004
       88701 ,  1.091957092285156250000000000000000E-0004
       88801 ,  1.120567321777343750000000000000000E-0004
       88901 ,  1.089572906494140625000000000000000E-0004
       89001 ,  1.089572906494140625000000000000000E-0004
       89101 ,  1.089572906494140625000000000000000E-0004
       89201 ,  1.099109649658203125000000000000000E-0004
       89301 ,  1.089572906494140625000000000000000E-0004
       89401 ,  1.099109649658203125000000000000000E-0004
       89501 ,  1.151561737060546875000000000000000E-0004
       89601 ,  1.099109649658203125000000000000000E-0004
       89701 ,  1.118183135986328125000000000000000E-0004
       89801 ,  1.149177551269531250000000000000000E-0004
       89901 ,  1.111030578613281250000000000000000E-0004
       90001 ,  1.111030578613281250000000000000000E-0004
       90101 ,  1.151561737060546875000000000000000E-0004
       90201 ,  1.111030578613281250000000000000000E-0004
       90301 ,  1.108646392822265625000000000000000E-0004
       90401 ,  1.108646392822265625000000000000000E-0004
       90501 ,  1.111030578613281250000000000000000E-0004
       90601 ,  1.108646392822265625000000000000000E-0004
       90701 ,  1.180171966552734375000000000000000E-0004
       90801 ,  1.108646392822265625000000000000000E-0004
       90901 ,  1.139640808105468750000000000000000E-0004
       91001 ,  1.120567321777343750000000000000000E-0004
       91101 ,  1.111030578613281250000000000000000E-0004
       91201 ,  1.108646392822265625000000000000000E-0004
       91301 ,  1.168251037597656250000000000000000E-0004
       91401 ,  1.130104064941406250000000000000000E-0004
       91501 ,  1.120567321777343750000000000000000E-0004
       91601 ,  1.118183135986328125000000000000000E-0004
       91701 ,  1.139640808105468750000000000000000E-0004
       91801 ,  1.120567321777343750000000000000000E-0004
       91901 ,  1.199245452880859375000000000000000E-0004
       92001 ,  1.130104064941406250000000000000000E-0004
       92101 ,  1.130104064941406250000000000000000E-0004
       92201 ,  1.130104064941406250000000000000000E-0004
       92301 ,  1.120567321777343750000000000000000E-0004
       92401 ,  1.130104064941406250000000000000000E-0004
       92501 ,  1.180171966552734375000000000000000E-0004
       92601 ,  1.139640808105468750000000000000000E-0004
       92701 ,  1.158714294433593750000000000000000E-0004
       92801 ,  1.130104064941406250000000000000000E-0004
       92901 ,  1.170635223388671875000000000000000E-0004
       93001 ,  1.139640808105468750000000000000000E-0004
       93101 ,  1.139640808105468750000000000000000E-0004
       93201 ,  1.130104064941406250000000000000000E-0004
       93301 ,  1.139640808105468750000000000000000E-0004
       93401 ,  1.139640808105468750000000000000000E-0004
       93501 ,  1.139640808105468750000000000000000E-0004
       93601 ,  1.149177551269531250000000000000000E-0004
       93701 ,  1.151561737060546875000000000000000E-0004
       93801 ,  1.170635223388671875000000000000000E-0004
       93901 ,  1.180171966552734375000000000000000E-0004
       94001 ,  1.139640808105468750000000000000000E-0004
       94101 ,  1.139640808105468750000000000000000E-0004
       94201 ,  1.208782196044921875000000000000000E-0004
       94301 ,  1.239776611328125000000000000000000E-0004
       94401 ,  1.158714294433593750000000000000000E-0004
       94501 ,  1.149177551269531250000000000000000E-0004
       94601 ,  1.149177551269531250000000000000000E-0004
       94701 ,  1.149177551269531250000000000000000E-0004
       94801 ,  1.230239868164062500000000000000000E-0004
       94901 ,  1.161098480224609375000000000000000E-0004
       95001 ,  1.180171966552734375000000000000000E-0004
       95101 ,  1.149177551269531250000000000000000E-0004
       95201 ,  1.151561737060546875000000000000000E-0004
       95301 ,  1.158714294433593750000000000000000E-0004
       95401 ,  1.211166381835937500000000000000000E-0004
       95501 ,  1.158714294433593750000000000000000E-0004
       95601 ,  1.170635223388671875000000000000000E-0004
       95701 ,  1.158714294433593750000000000000000E-0004
       95801 ,  1.189708709716796875000000000000000E-0004
       95901 ,  1.161098480224609375000000000000000E-0004
       96001 ,  1.189708709716796875000000000000000E-0004
       96101 ,  1.170635223388671875000000000000000E-0004
       96201 ,  1.170635223388671875000000000000000E-0004
       96301 ,  1.161098480224609375000000000000000E-0004
       96401 ,  1.168251037597656250000000000000000E-0004
       96501 ,  1.227855682373046875000000000000000E-0004
       96601 ,  1.180171966552734375000000000000000E-0004
       96701 ,  1.170635223388671875000000000000000E-0004
       96801 ,  1.201629638671875000000000000000000E-0004
       96901 ,  1.180171966552734375000000000000000E-0004
       97001 ,  1.199245452880859375000000000000000E-0004
       97101 ,  1.230239868164062500000000000000000E-0004
       97201 ,  1.180171966552734375000000000000000E-0004
       97301 ,  1.180171966552734375000000000000000E-0004
       97401 ,  1.170635223388671875000000000000000E-0004
       97501 ,  1.180171966552734375000000000000000E-0004
       97601 ,  1.180171966552734375000000000000000E-0004
       97701 ,  1.180171966552734375000000000000000E-0004
       97801 ,  1.189708709716796875000000000000000E-0004
       97901 ,  1.208782196044921875000000000000000E-0004
       98001 ,  1.220703125000000000000000000000000E-0004
       98101 ,  1.189708709716796875000000000000000E-0004
       98201 ,  1.239776611328125000000000000000000E-0004
       98301 ,  1.201629638671875000000000000000000E-0004
       98401 ,  1.189708709716796875000000000000000E-0004
       98501 ,  1.192092895507812500000000000000000E-0004
       98601 ,  1.189708709716796875000000000000000E-0004
       98701 ,  1.189708709716796875000000000000000E-0004
       98801 ,  1.289844512939453125000000000000000E-0004
       98901 ,  1.239776611328125000000000000000000E-0004
       99001 ,  1.199245452880859375000000000000000E-0004
       99101 ,  1.230239868164062500000000000000000E-0004
       99201 ,  1.201629638671875000000000000000000E-0004
       99301 ,  1.249313354492187500000000000000000E-0004
       99401 ,  1.208782196044921875000000000000000E-0004
       99501 ,  1.199245452880859375000000000000000E-0004
       99601 ,  1.199245452880859375000000000000000E-0004
       99701 ,  1.199245452880859375000000000000000E-0004
       99801 ,  1.199245452880859375000000000000000E-0004
       99901 ,  1.318454742431640625000000000000000E-0004
      100001 ,  1.208782196044921875000000000000000E-0004
      100101 ,  1.261234283447265625000000000000000E-0004
      100201 ,  1.211166381835937500000000000000000E-0004
      100301 ,  1.201629638671875000000000000000000E-0004
      100401 ,  1.270771026611328125000000000000000E-0004
      100501 ,  1.218318939208984375000000000000000E-0004
      100601 ,  1.220703125000000000000000000000000E-0004
      100701 ,  1.220703125000000000000000000000000E-0004
      100801 ,  1.220703125000000000000000000000000E-0004
      100901 ,  1.239776611328125000000000000000000E-0004
      101001 ,  1.220703125000000000000000000000000E-0004
      101101 ,  1.251697540283203125000000000000000E-0004
      101201 ,  1.218318939208984375000000000000000E-0004
      101301 ,  1.220703125000000000000000000000000E-0004
      101401 ,  1.220703125000000000000000000000000E-0004
      101501 ,  1.828670501708984375000000000000000E-0004
      101601 ,  1.230239868164062500000000000000000E-0004
      101701 ,  1.230239868164062500000000000000000E-0004
      101801 ,  1.230239868164062500000000000000000E-0004
      101901 ,  1.230239868164062500000000000000000E-0004
      102001 ,  1.320838928222656250000000000000000E-0004
      102101 ,  1.270771026611328125000000000000000E-0004
      102201 ,  1.239776611328125000000000000000000E-0004
      102301 ,  1.230239868164062500000000000000000E-0004
      102401 ,  1.230239868164062500000000000000000E-0004
      102501 ,  1.230239868164062500000000000000000E-0004
      102601 ,  1.239776611328125000000000000000000E-0004
      102701 ,  1.230239868164062500000000000000000E-0004
      102801 ,  1.239776611328125000000000000000000E-0004
      102901 ,  1.239776611328125000000000000000000E-0004
      103001 ,  1.258850097656250000000000000000000E-0004
      103101 ,  1.299381256103515625000000000000000E-0004
      103201 ,  1.280307769775390625000000000000000E-0004
      103301 ,  1.239776611328125000000000000000000E-0004
      103401 ,  1.249313354492187500000000000000000E-0004
      103501 ,  1.239776611328125000000000000000000E-0004
      103601 ,  1.301765441894531250000000000000000E-0004
      103701 ,  1.261234283447265625000000000000000E-0004
      103801 ,  1.249313354492187500000000000000000E-0004
      103901 ,  1.249313354492187500000000000000000E-0004
      104001 ,  1.270771026611328125000000000000000E-0004
      104101 ,  1.249313354492187500000000000000000E-0004
      104201 ,  1.299381256103515625000000000000000E-0004
      104301 ,  1.258850097656250000000000000000000E-0004
      104401 ,  1.261234283447265625000000000000000E-0004
      104501 ,  1.258850097656250000000000000000000E-0004
      104601 ,  1.258850097656250000000000000000000E-0004
      104701 ,  1.311302185058593750000000000000000E-0004
      104801 ,  1.258850097656250000000000000000000E-0004
      104901 ,  1.258850097656250000000000000000000E-0004
      105001 ,  1.289844512939453125000000000000000E-0004
      105101 ,  1.261234283447265625000000000000000E-0004
      105201 ,  1.349449157714843750000000000000000E-0004
      105301 ,  1.270771026611328125000000000000000E-0004
      105401 ,  1.261234283447265625000000000000000E-0004
      105501 ,  1.258850097656250000000000000000000E-0004
      105601 ,  1.270771026611328125000000000000000E-0004
      105701 ,  1.330375671386718750000000000000000E-0004
      105801 ,  1.440048217773437500000000000000000E-0004
      105901 ,  1.268386840820312500000000000000000E-0004
      106001 ,  1.268386840820312500000000000000000E-0004
      106101 ,  1.299381256103515625000000000000000E-0004
      106201 ,  1.299381256103515625000000000000000E-0004
      106301 ,  1.280307769775390625000000000000000E-0004
      106401 ,  1.270771026611328125000000000000000E-0004
      106501 ,  1.270771026611328125000000000000000E-0004
      106601 ,  1.280307769775390625000000000000000E-0004
      106701 ,  1.280307769775390625000000000000000E-0004
      106801 ,  1.289844512939453125000000000000000E-0004
      106901 ,  1.280307769775390625000000000000000E-0004
      107001 ,  1.280307769775390625000000000000000E-0004
      107101 ,  1.311302185058593750000000000000000E-0004
      107201 ,  1.280307769775390625000000000000000E-0004
      107301 ,  1.370906829833984375000000000000000E-0004
      107401 ,  1.292228698730468750000000000000000E-0004
      107501 ,  1.280307769775390625000000000000000E-0004
      107601 ,  1.289844512939453125000000000000000E-0004
      107701 ,  1.289844512939453125000000000000000E-0004
      107801 ,  1.351833343505859375000000000000000E-0004
      107901 ,  1.280307769775390625000000000000000E-0004
      108001 ,  1.289844512939453125000000000000000E-0004
      108101 ,  1.320838928222656250000000000000000E-0004
      108201 ,  1.289844512939453125000000000000000E-0004
      108301 ,  1.380443572998046875000000000000000E-0004
      108401 ,  1.299381256103515625000000000000000E-0004
      108501 ,  1.299381256103515625000000000000000E-0004
      108601 ,  1.289844512939453125000000000000000E-0004
      108701 ,  1.299381256103515625000000000000000E-0004
      108801 ,  1.358985900878906250000000000000000E-0004
      108901 ,  1.308917999267578125000000000000000E-0004
      109001 ,  1.308917999267578125000000000000000E-0004
      109101 ,  1.339912414550781250000000000000000E-0004
      109201 ,  1.308917999267578125000000000000000E-0004
      109301 ,  1.468658447265625000000000000000000E-0004
      109401 ,  1.311302185058593750000000000000000E-0004
      109501 ,  1.311302185058593750000000000000000E-0004
      109601 ,  1.311302185058593750000000000000000E-0004
      109701 ,  1.308917999267578125000000000000000E-0004
      109801 ,  1.368522644042968750000000000000000E-0004
      109901 ,  1.320838928222656250000000000000000E-0004
      110001 ,  1.311302185058593750000000000000000E-0004
      110101 ,  1.339912414550781250000000000000000E-0004
      110201 ,  1.308917999267578125000000000000000E-0004
      110301 ,  1.409053802490234375000000000000000E-0004
      110401 ,  1.320838928222656250000000000000000E-0004
      110501 ,  1.308917999267578125000000000000000E-0004
      110601 ,  1.320838928222656250000000000000000E-0004
      110701 ,  1.327991485595703125000000000000000E-0004
      110801 ,  1.370906829833984375000000000000000E-0004
      110901 ,  1.318454742431640625000000000000000E-0004
      111001 ,  1.320838928222656250000000000000000E-0004
      111101 ,  1.320838928222656250000000000000000E-0004
      111201 ,  1.349449157714843750000000000000000E-0004
      111301 ,  1.389980316162109375000000000000000E-0004
      111401 ,  1.361370086669921875000000000000000E-0004
      111501 ,  1.318454742431640625000000000000000E-0004
